id,date,latitude,longitude
7693,2019-11-01,41.33621638383509,2.181474952871103
8732,2019-11-01,41.36642874116131,2.098558918746799
7930,2019-08-01,41.42149336004872,2.128093214924758
3933,2019-08-01,41.350875469344736,2.1203823787618417
9389,2019-04-01,41.44546843017112,2.177010916774266
7843,2019-10-01,41.45794434626323,2.1567398152646526
1658,2019-07-01,41.44133351412903,2.105977319801784
2300,2019-09-01,41.375365732443,2.1285904901339925
4218,2019-09-01,41.343078834942325,2.1379171088770943
8563,2019-09-01,41.424488237748776,2.212572207573008
3030,2019-09-01,41.37681420795001,2.2161469065156294
1369,2019-01-01,41.333090446253195,2.164065557258511
1012,2019-09-01,41.44814203519602,2.1394740772036367
1668,2019-08-01,41.35571545901947,2.1513110566222147
9,2019-11-01,41.37019800062916,2.0728977895864507
2082,2019-02-01,41.43069308867143,2.1942230699139547
205,2019-03-01,41.4079656327242,2.225409527376737
2170,2019-01-01,41.32242432933642,2.105103603786761
50,2019-08-01,41.344252541185746,2.1498959022168105
4638,2019-08-01,41.41730105602991,2.120479186879556
5122,2019-08-01,41.40757428707926,2.1939209453349977
4613,2019-11-01,41.44353085406047,2.0845479577697397
8349,2019-12-01,41.39612763079511,2.183078687838158
853,2019-11-01,41.43232030489971,2.1643478707736508
4774,2019-07-01,41.34290878537943,2.081618351236428
4289,2019-11-01,41.322928234435516,2.210242384886712
3682,2019-02-01,41.39854010060124,2.1619646671177306
344,2019-12-01,41.327392844271365,2.224161180729228
7019,2019-01-01,41.419848078373946,2.1995151207773076
3647,2019-02-01,41.364916070433914,2.1868140638296394
8438,2019-11-01,41.35657813110319,2.1266760644293874
3029,2019-01-01,41.37216569155941,2.196709531332161
9949,2019-06-01,41.345078554906024,2.102544135570925
7070,2019-07-01,41.38225289539132,2.0813129269443937
4737,2019-02-01,41.42404203288397,2.1170603377566057
6021,2019-01-01,41.36251293600654,2.1066132665605157
7046,2019-03-01,41.45744674978781,2.196719348038108
3286,2019-10-01,41.463976824484504,2.0893761911582303
8283,2019-08-01,41.325145900635306,2.099842481726991
9495,2019-06-01,41.45824032110456,2.175273367015649
2429,2019-07-01,41.3369370955267,2.138204546083265
5825,2019-09-01,41.44012592833067,2.198777383910969
8501,2019-11-01,41.401941905960605,2.181128838196083
6364,2019-04-01,41.40379499300153,2.2214377168457
3888,2019-01-01,41.44900117452847,2.10462571089499
5532,2019-11-01,41.33867240853056,2.187407638510797
8899,2019-11-01,41.40096441537806,2.172405889554896
5533,2019-08-01,41.34079831845495,2.092087645770362
6636,2019-12-01,41.43129606887946,2.076340949473514
5320,2019-03-01,41.45916381875066,2.1993675526722374
2119,2019-10-01,41.43868526304897,2.227142376278665
7336,2019-05-01,41.32178406852576,2.134851588936404
5282,2019-06-01,41.36079684156965,2.0814733823472884
567,2019-11-01,41.41937308970011,2.179611866604668
2851,2019-01-01,41.43758508397233,2.0921943498956286
8813,2019-05-01,41.333874156854236,2.2282003147906044
2105,2019-11-01,41.3780566333315,2.0796926641049955
7626,2019-02-01,41.42873074343614,2.1276252637723942
8618,2019-12-01,41.341846459090384,2.088108158257715
6432,2019-09-01,41.32937779496336,2.2114144225877106
8492,2019-12-01,41.42537428048504,2.141392225267407
1027,2019-02-01,41.37403195092607,2.097931177359321
2163,2019-09-01,41.414947557480666,2.1762234919360672
6498,2019-09-01,41.3448050425875,2.085489628765008
5974,2019-05-01,41.33699906110925,2.1848491515747646
2043,2019-07-01,41.38891520445791,2.1024196503641948
5406,2019-11-01,41.39941709867127,2.167009722885529
2642,2019-02-01,41.40100812682843,2.1729429358564274
1867,2019-12-01,41.36603768849075,2.143866547804936
2405,2019-07-01,41.3497257562099,2.075400039311893
2998,2019-04-01,41.420035155461974,2.2175695198694734
6197,2019-08-01,41.37992277965777,2.118759068268708
5941,2019-02-01,41.45073137366197,2.204018062415359
7033,2019-02-01,41.394445361383724,2.1957790173160268
4957,2019-04-01,41.34664255799039,2.1801506007475786
3256,2019-01-01,41.38769967435679,2.120668420546518
1,2019-08-01,41.32357609255784,2.099853926879925
5722,2019-11-01,41.43395868968296,2.208061019268049
7072,2019-11-01,41.4490057005666,2.194612428607453
1570,2019-08-01,41.37793452402521,2.089546339126079
805,2019-01-01,41.440552407317234,2.211122664528688
797,2019-08-01,41.33047125086571,2.225654732051226
3843,2019-03-01,41.37738306803326,2.191642246927103
4503,2019-12-01,41.344284468973704,2.2187159022735004
4793,2019-08-01,41.42973643513251,2.1769924967061782
